id,session_id,task_id,task_no,score,max_score,users_answer,submission_time,verdict
10484418,362684,9987,3,0,1,{"solution": "DCABE"},2019-10-16 07:56:23.40666+00,wrong
10484419,362684,9991,4,1,1,{"solution": 29},2019-10-16 07:58:44.253969+00,ok
10484420,362684,9993,5,1,1,{"solution": 5},2019-10-16 07:59:51.873002+00,ok
10484421,362684,9995,6,0,1,{"solution": 84},2019-10-16 08:01:50.689954+00,wrong
10484422,362684,9998,7,0,1,{"solution": 1235},2019-10-16 08:03:51.654188+00,wrong
10484423,362684,10002,8,0,1,{"solution": 12},2019-10-16 08:09:37.743938+00,wrong
10484408,362685,9980,1,0,1,{"solution": 12},2019-10-16 07:56:33.391438+00,wrong
10484409,362685,9984,2,0,1,{"solution": 43},2019-10-16 07:56:39.849104+00,wrong
10484410,362685,9987,3,0,1,{"solution": "DCABE"},2019-10-16 07:56:43.118722+00,wrong
10484411,362685,9988,4,0,1,{"solution": 29},2019-10-16 07:58:52.531308+00,wrong
10484412,362685,9992,5,0,1,{"solution": 5},2019-10-16 08:00:00.799628+00,wrong
10484413,362685,9995,6,0,1,{"solution": 84},2019-10-16 08:02:17.856537+00,wrong
10484414,362685,9998,7,0,1,{"solution": 1235},2019-10-16 08:04:11.228885+00,wrong
10484415,362685,10000,8,0,1,{"solution": 5},2019-10-16 08:09:45.517365+00,wrong
10486214,362687,9980,1,0,1,{"solution": 2},2019-10-16 07:46:53.293716+00,wrong
10486215,362687,9986,2,1,1,{"solution": 37},2019-10-16 07:57:30.698972+00,ok
10486216,362687,9987,3,0,1,{"solution": "АСДЕВ"},2019-10-16 08:23:59.523291+00,wrong
10486217,362687,9988,4,0,1,{"solution": 60},2019-10-16 08:07:05.559378+00,wrong
10486218,362687,9992,5,1,1,{"solution": 7},2019-10-16 08:11:21.562012+00,ok
10486219,362687,9994,6,0,1,{"solution": 4},2019-10-16 08:12:53.774918+00,wrong
10486220,362687,9998,7,0,1,{"solution": 2},2019-10-16 08:15:44.271641+00,wrong
10486221,362687,10001,8,0,1,{"solution": 3},2019-10-16 08:24:20.740216+00,wrong
10486603,362695,9979,1,1,1,{"solution": 12},2019-10-16 07:44:52.1524+00,ok
10486604,362695,9985,2,0,1,{"solution": 2},2019-10-16 07:54:22.935059+00,wrong
10486605,362695,9987,3,1,1,{"solution": "ECBAD"},2019-10-16 08:27:43.664752+00,ok
10486606,362695,9991,4,0,1,{"solution": 27},2019-10-16 08:04:58.994228+00,wrong
10486607,362695,9992,5,0,1,{"solution": 9},2019-10-16 08:11:05.328368+00,wrong
10486608,362695,9997,6,0,1,{"solution": 6},2019-10-16 08:33:24.425657+00,wrong
10486609,362695,9998,7,0,1,{"solution": 7},2019-10-16 08:14:24.979458+00,wrong
10486610,362695,10000,8,0,1,{"solution": 16},2019-10-16 08:18:50.168968+00,wrong
10484052,362712,9981,1,0,1,{"solution": 7},2019-10-16 07:59:35.659793+00,wrong
10484053,362712,9983,2,0,1,{"solution": 26},2019-10-16 07:52:14.780061+00,wrong
10484054,362712,9987,3,0,1,"{""solution"": ""d,a,b,c,e""}",2019-10-16 07:55:25.617708+00,wrong
10484055,362712,9989,4,0,1,{"solution": 5},2019-10-16 07:56:26.618981+00,wrong
10484056,362712,9993,5,1,1,{"solution": 5},2019-10-16 07:57:57.432192+00,ok
10484057,362712,9996,6,0,1,{"solution": 12},2019-10-16 08:00:01.464124+00,wrong
10484058,362712,9998,7,1,1,{"solution": 5},2019-10-16 08:01:22.585369+00,ok
10484059,362712,10002,8,0,1,{"solution": 7},2019-10-16 08:05:55.298688+00,wrong
10485394,362713,9982,1,0,1,{"solution": 6},2019-10-16 08:11:11.002768+00,wrong
10485395,362713,9986,2,0,1,{"solution": 27},2019-10-16 07:53:23.137704+00,wrong
10485396,362713,9987,3,0,1,{"solution": "BCADE"},2019-10-16 07:56:30.6014+00,wrong
10485397,362713,9988,4,0,1,{"solution": 33},2019-10-16 08:13:34.732619+00,wrong
10485398,362713,9992,5,1,1,{"solution": 7},2019-10-16 08:15:57.268806+00,ok
10485399,362713,9997,6,0,1,{"solution": 4},2019-10-16 08:17:19.778076+00,wrong
10485400,362713,9998,7,0,1,{"solution": 3},2019-10-16 08:03:26.855122+00,wrong
10485401,362713,10002,8,0,1,{"solution": 19},2019-10-16 08:15:24.81912+00,wrong
10484746,362717,9979,1,0,1,{"solution": 8},2019-10-16 08:11:09.418654+00,wrong
10484747,362717,9985,2,0,1,{"solution": 33},2019-10-16 07:51:45.606829+00,wrong
10484748,362717,9987,3,0,1,{"solution": "BCDAE"},2019-10-16 07:54:43.276265+00,wrong
10484749,362717,9989,4,1,1,{"solution": 27},2019-10-16 07:56:55.718812+00,ok
10484750,362717,9993,5,1,1,{"solution": 5},2019-10-16 07:58:45.77362+00,ok
10484751,362717,9994,6,1,1,{"solution": 3},2019-10-16 08:09:59.113467+00,ok
10484752,362717,9998,7,1,1,{"solution": 5},2019-10-16 08:03:54.917425+00,ok
10484753,362717,9999,8,0,1,{"solution": 16},2019-10-16 08:07:42.638601+00,wrong
10486595,362718,9981,1,0,1,{"solution": 3},2019-10-16 08:27:25.795299+00,wrong
10486596,362718,9986,2,0,1,{"solution": 11},2019-10-16 08:27:30.275837+00,wrong
10486597,362718,9987,3,1,1,{"solution": "ECBAD"},2019-10-16 08:27:31.628002+00,ok
10486598,362718,9989,4,0,1,{"solution": 29},2019-10-16 08:28:53.554409+00,wrong
10486599,362718,9992,5,0,1,{"solution": 9},2019-10-16 08:33:45.043005+00,wrong
10486600,362718,9994,6,0,1,{"solution": 4},2019-10-16 08:27:36.950727+00,wrong
10486601,362718,9998,7,1,1,{"solution": 5},2019-10-16 08:31:52.82365+00,ok
10486602,362718,10002,8,0,1,{"solution": 9},2019-10-16 08:27:39.870572+00,wrong
10484636,362719,9980,1,0,1,{"solution": 3},2019-10-16 07:48:54.784155+00,wrong
10484637,362719,9984,2,0,1,{"solution": 48},2019-10-16 08:08:31.183907+00,wrong
10484638,362719,9987,3,0,1,{"solution": "a b d c e"},2019-10-16 07:53:09.746538+00,wrong
10484639,362719,9988,4,0,1,{"solution": 23},2019-10-16 07:55:35.870576+00,wrong
10484640,362719,9993,5,0,1,{"solution": 3},2019-10-16 08:04:28.438557+00,wrong
10484641,362719,9994,6,0,1,{"solution": 48},2019-10-16 08:03:29.640196+00,wrong
10484642,362719,9998,7,0,1,{"solution": 3},2019-10-16 08:05:20.59844+00,wrong
10484643,362719,9999,8,1,1,{"solution": 12},2019-10-16 08:11:04.320887+00,ok
10486198,362723,9981,1,0,1,{"solution": 10},2019-10-16 07:53:03.935855+00,wrong
10486199,362723,9986,2,1,1,{"solution": 37},2019-10-16 07:58:20.843465+00,ok
10486200,362723,9987,3,0,1,{"solution": "EABCD"},2019-10-16 08:26:34.232203+00,wrong
10486201,362723,9991,4,0,1,{"solution": 15},2019-10-16 08:12:53.798821+00,wrong
10486202,362723,9992,5,0,1,{"solution": 9},2019-10-16 08:16:18.077637+00,wrong
10486203,362723,9994,6,0,1,{"solution": 16},2019-10-16 08:25:26.817346+00,wrong
10486204,362723,9998,7,0,1,{"solution": 7},2019-10-16 08:19:32.66134+00,wrong
10486205,362723,10001,8,0,1,{"solution": 48},2019-10-16 08:21:31.060094+00,wrong
10485694,362724,9982,1,0,1,,,none
10485695,362724,9986,2,0,1,{"solution": 12},2019-10-16 08:13:05.599933+00,wrong
10485696,362724,9987,3,0,1,,,none
10485697,362724,9990,4,0,1,,,none
10485698,362724,9993,5,0,1,,,none
10485699,362724,9994,6,0,1,,,none
10485700,362724,9998,7,0,1,,,none
10485701,362724,10002,8,0,1,,,none
10486166,362726,9980,1,1,1,{"solution": 8},2019-10-16 07:47:44.986907+00,ok
10486167,362726,9983,2,1,1,{"solution": 35},2019-10-16 07:51:40.047392+00,ok
10486168,362726,9987,3,0,1,{"solution": "BCADE"},2019-10-16 07:55:35.448152+00,wrong
10486169,362726,9990,4,1,1,{"solution": 41},2019-10-16 08:03:05.639689+00,ok
10486170,362726,9993,5,0,1,{"solution": 9},2019-10-16 08:06:17.800243+00,wrong
10486171,362726,9997,6,0,1,{"solution": 20},2019-10-16 08:08:01.877118+00,wrong
10486172,362726,9998,7,0,1,{"solution": 1},2019-10-16 08:11:29.191537+00,wrong
10486173,362726,10000,8,0,1,{"solution": 7},2019-10-16 08:25:17.464494+00,wrong
10485502,362733,9982,1,0,1,{"solution": 3},2019-10-16 08:12:58.789985+00,wrong
10485503,362733,9983,2,0,1,,,none
10485504,362733,9987,3,0,1,,,none
10485505,362733,9989,4,0,1,,,none
10485506,362733,9992,5,0,1,,,none
10485507,362733,9996,6,0,1,{"solution": 4},2019-10-16 08:17:28.687134+00,wrong
10485508,362733,9998,7,0,1,,,none
10485509,362733,10001,8,0,1,{"solution": 16},2019-10-16 08:07:47.870711+00,wrong
10482697,362734,9980,1,0,1,,,none
10482698,362734,9984,2,0,1,,,none
10482699,362734,9987,3,0,1,,,none
10482700,362734,9990,4,0,1,,,none
10482701,362734,9993,5,0,1,,,none
10482702,362734,9994,6,0,1,,,none
10482703,362734,9998,7,0,1,,,none
10482704,362734,10000,8,0,1,,,none
10484730,362739,9980,1,0,1,{"solution": 5},2019-10-16 07:53:56.909602+00,wrong
10484731,362739,9983,2,0,1,{"solution": 37},2019-10-16 07:56:25.663993+00,wrong
10484732,362739,9987,3,0,1,{"solution": "ЕАCВD"},2019-10-16 08:05:11.806626+00,wrong
10484733,362739,9991,4,0,1,{"solution": 24},2019-10-16 08:06:08.287015+00,wrong
10484734,362739,9993,5,0,1,{"solution": 6},2019-10-16 08:00:26.176489+00,wrong
10484735,362739,9997,6,0,1,{"solution": 8},2019-10-16 08:06:40.814392+00,wrong
10484736,362739,9998,7,1,1,{"solution": 5},2019-10-16 08:09:55.120648+00,ok
10484737,362739,10001,8,0,1,{"solution": 7},2019-10-16 08:12:19.491534+00,wrong
10485812,362740,9980,1,0,1,,,none
10485813,362740,9986,2,1,1,{"solution": 37},2019-10-16 08:16:51.271808+00,ok
10485814,362740,9987,3,1,1,{"solution": "ECBAD"},2019-10-16 08:16:44.96027+00,ok
10485815,362740,9989,4,0,1,,,none
10485816,362740,9993,5,0,1,{"solution": 9},2019-10-16 08:16:57.047606+00,wrong
10485817,362740,9997,6,0,1,,,none
10485818,362740,9998,7,1,1,{"solution": 5},2019-10-16 08:17:00.375879+00,ok
10485819,362740,10001,8,1,1,{"solution": 8},2019-10-16 08:19:51.926576+00,ok
10484392,362743,9981,1,0,1,{"solution": 5},2019-10-16 07:54:05.049656+00,wrong
10484393,362743,9985,2,0,1,{"solution": 37},2019-10-16 07:56:32.92033+00,wrong
10484394,362743,9987,3,0,1,{"solution": "EACBD"},2019-10-16 08:05:10.164948+00,wrong
10484395,362743,9990,4,0,1,{"solution": 31},2019-10-16 07:55:31.164109+00,wrong
10484396,362743,9992,5,0,1,{"solution": 6},2019-10-16 07:56:19.677372+00,wrong
10484397,362743,9995,6,0,1,{"solution": 6},2019-10-16 08:01:19.856248+00,wrong
10484398,362743,9998,7,1,1,{"solution": 5},2019-10-16 07:57:49.936481+00,ok
10484399,362743,10000,8,1,1,{"solution": 10},2019-10-16 08:02:25.540095+00,ok
10485426,362745,9981,1,0,1,{"solution": 3},2019-10-16 07:50:29.576421+00,wrong
10485427,362745,9984,2,0,1,{"solution": 27},2019-10-16 07:53:33.685258+00,wrong
10485428,362745,9987,3,0,1,{"solution": "авдсе"},2019-10-16 08:10:27.523866+00,wrong
10485429,362745,9989,4,0,1,{"solution": 23},2019-10-16 08:05:09.530524+00,wrong
10485430,362745,9992,5,1,1,{"solution": 7},2019-10-16 08:16:10.671766+00,ok
10485431,362745,9997,6,0,1,{"solution": 115},2019-10-16 08:17:45.91029+00,wrong
10485432,362745,9998,7,0,1,{"solution": 4},2019-10-16 08:17:16.66924+00,wrong
10485433,362745,10002,8,0,1,{"solution": 15},2019-10-16 08:15:33.306649+00,wrong
10485418,362747,9981,1,0,1,{"solution": 6},2019-10-16 07:51:35.972609+00,wrong
10485419,362747,9985,2,0,1,{"solution": 18},2019-10-16 07:53:39.134027+00,wrong
10485420,362747,9987,3,0,1,{"solution": "eacbd"},2019-10-16 07:57:15.56449+00,wrong
10485421,362747,9991,4,1,1,{"solution": 29},2019-10-16 08:06:29.849127+00,ok
10485422,362747,9993,5,0,1,{"solution": 9},2019-10-16 08:10:54.951108+00,wrong
10485423,362747,9996,6,0,1,{"solution": 22},2019-10-16 08:02:17.575482+00,wrong
10485424,362747,9998,7,1,1,{"solution": 5},2019-10-16 07:59:56.481628+00,ok
10485425,362747,10001,8,0,1,,,none
10485386,362749,9980,1,0,1,,,none
10485387,362749,9984,2,1,1,{"solution": 36},2019-10-16 08:01:03.92329+00,ok
10485388,362749,9987,3,0,1,"{""solution"": ""A,C,D""}",2019-10-16 08:04:45.536607+00,wrong
10485389,362749,9990,4,0,1,{"solution": 32},2019-10-16 08:07:16.830036+00,wrong
10485390,362749,9993,5,0,1,,,none
10485391,362749,9996,6,0,1,,,none
10485392,362749,9998,7,0,1,,,none
10485393,362749,9999,8,0,1,,,none
10485378,362750,9982,1,0,1,{"solution": 6},2019-10-16 07:52:01.083854+00,wrong
10485379,362750,9986,2,0,1,{"solution": 18},2019-10-16 08:07:05.00178+00,wrong
10485380,362750,9987,3,0,1,{"solution": "eacbd"},2019-10-16 07:58:15.006337+00,wrong
10485381,362750,9991,4,1,1,{"solution": 29},2019-10-16 08:06:40.038006+00,ok
10485382,362750,9993,5,0,1,{"solution": 9},2019-10-16 08:11:04.7345+00,wrong
10485383,362750,9996,6,0,1,{"solution": 22},2019-10-16 08:02:19.803048+00,wrong
10485384,362750,9998,7,1,1,{"solution": 5},2019-10-16 08:00:16.157549+00,ok
10485385,362750,10001,8,0,1,,,none
10487947,362751,9982,1,0,1,{"solution": 4},2019-10-16 07:53:13.389203+00,wrong
10487948,362751,9986,2,0,1,{"solution": 39},2019-10-16 07:56:07.836246+00,wrong
10487949,362751,9987,3,0,1,{"solution": "ECABD"},2019-10-16 07:58:41.091739+00,wrong
10487950,362751,9990,4,0,1,{"solution": 24},2019-10-16 07:59:55.919984+00,wrong
10487951,362751,9993,5,0,1,,,none
10487952,362751,9994,6,0,1,,,none
10487953,362751,9998,7,0,1,,,none
10487954,362751,9999,8,0,1,,,none
10484252,362753,9981,1,0,1,{"solution": 4},2019-10-16 08:05:10.530438+00,wrong
10484253,362753,9983,2,0,1,{"solution": 2},2019-10-16 07:52:33.671505+00,wrong
10484254,362753,9987,3,0,1,"{""solution"": ""D,B,A,C,E""}",2019-10-16 07:55:54.7597+00,wrong
10484255,362753,9988,4,0,1,{"solution": 23},2019-10-16 07:57:05.788737+00,wrong
10484256,362753,9992,5,0,1,{"solution": 9},2019-10-16 07:59:28.094521+00,wrong
10484257,362753,9996,6,0,1,{"solution": 11},2019-10-16 08:00:34.540699+00,wrong
10484258,362753,9998,7,1,1,{"solution": 5},2019-10-16 08:08:28.996978+00,ok
10484259,362753,10000,8,0,1,{"solution": 18},2019-10-16 08:03:48.887459+00,wrong
10487955,362762,9980,1,1,1,{"solution": 8},2019-10-16 07:52:11.193596+00,ok
10487956,362762,9984,2,0,1,{"solution": 40},2019-10-16 07:55:29.369513+00,wrong
10487957,362762,9987,3,0,1,{"solution": "B    C      A      D      E"},2019-10-16 07:58:20.244763+00,wrong
10487958,362762,9989,4,0,1,{"solution": 26},2019-10-16 08:03:38.681046+00,wrong
10487959,362762,9992,5,0,1,{"solution": 9},2019-10-16 08:08:28.265069+00,wrong
10487960,362762,9996,6,0,1,{"solution": 2},2019-10-16 08:11:42.747814+00,wrong
10487961,362762,9998,7,0,1,{"solution": 1},2019-10-16 08:13:55.906529+00,wrong
10487962,362762,10002,8,0,1,,,none
10485920,362763,9979,1,0,1,{"solution": 2},2019-10-16 08:14:22.478337+00,wrong
10485921,362763,9983,2,0,1,{"solution": 2},2019-10-16 08:13:23.518107+00,wrong
10485922,362763,9987,3,0,1,{"solution": "е"},2019-10-16 07:53:49.491602+00,wrong
10485923,362763,9989,4,0,1,{"solution": 17},2019-10-16 07:54:38.520943+00,wrong
10485924,362763,9993,5,0,1,{"solution": 3},2019-10-16 07:58:07.572074+00,wrong
10485925,362763,9994,6,0,1,{"solution": 56},2019-10-16 07:59:23.524544+00,wrong
10485926,362763,9998,7,1,1,{"solution": 5},2019-10-16 08:23:03.421286+00,ok
10485927,362763,9999,8,0,1,{"solution": 5},2019-10-16 08:03:37.653386+00,wrong
10485912,362764,9982,1,0,1,{"solution": 3},2019-10-16 07:56:56.173785+00,wrong
10485913,362764,9985,2,0,1,,,none
10485914,362764,9987,3,0,1,,,none
10485915,362764,9991,4,0,1,,,none
10485916,362764,9993,5,0,1,,,none
10485917,362764,9996,6,0,1,,,none
10485918,362764,9998,7,0,1,,,none
10485919,362764,10001,8,0,1,,,none
10486238,362766,9982,1,0,1,{"solution": 6},2019-10-16 08:10:46.809474+00,wrong
10486239,362766,9984,2,0,1,{"solution": 5},2019-10-16 07:54:29.588352+00,wrong
10486240,362766,9987,3,0,1,{"solution": "EBCAD"},2019-10-16 08:02:08.704827+00,wrong
10486241,362766,9991,4,0,1,{"solution": 22},2019-10-16 07:58:12.230335+00,wrong
10486242,362766,9993,5,1,1,{"solution": 5},2019-10-16 08:03:25.5788+00,ok
10486243,362766,9994,6,0,1,{"solution": 2},2019-10-16 08:22:56.070027+00,wrong
10486244,362766,9998,7,0,1,{"solution": 7},2019-10-16 08:06:44.530745+00,wrong
10486245,362766,10002,8,0,1,{"solution": 24},2019-10-16 08:27:10.612943+00,wrong
10486230,362767,9982,1,0,1,,,none
10486231,362767,9986,2,0,1,,,none
10486232,362767,9987,3,0,1,,,none
10486233,362767,9988,4,0,1,,,none
10486234,362767,9992,5,0,1,,,none
10486235,362767,9997,6,0,1,,,none
10486236,362767,9998,7,0,1,,,none
10486237,362767,10000,8,0,1,,,none
10486150,362768,9982,1,0,1,,,none
10486151,362768,9983,2,0,1,,,none
10486152,362768,9987,3,0,1,,,none
10486153,362768,9989,4,0,1,,,none
10486154,362768,9992,5,0,1,,,none
10486155,362768,9997,6,0,1,,,none
10486156,362768,9998,7,0,1,,,none
10486157,362768,10002,8,0,1,,,none
10484620,362769,9981,1,0,1,{"solution": 3},2019-10-16 07:53:01.763552+00,wrong
10484621,362769,9983,2,0,1,{"solution": 7},2019-10-16 07:54:28.919522+00,wrong
10484622,362769,9987,3,0,1,{"solution": "A C E D"},2019-10-16 07:57:43.59374+00,wrong
10484623,362769,9990,4,0,1,{"solution": 20},2019-10-16 08:09:20.427073+00,wrong
10484624,362769,9992,5,0,1,{"solution": 3},2019-10-16 08:02:14.013939+00,wrong
10484625,362769,9996,6,0,1,{"solution": 100},2019-10-16 08:06:12.40863+00,wrong
10484626,362769,9998,7,0,1,{"solution": 6},2019-10-16 08:07:11.659224+00,wrong
10484627,362769,10000,8,1,1,{"solution": 10},2019-10-16 08:08:15.397379+00,ok
10484722,362770,9982,1,0,1,{"solution": 2},2019-10-16 07:52:49.893201+00,wrong
10484723,362770,9985,2,0,1,{"solution": 16},2019-10-16 07:58:47.64871+00,wrong
10484724,362770,9987,3,0,1,{"solution": "ECBD"},2019-10-16 08:01:37.578313+00,wrong
10484725,362770,9989,4,0,1,{"solution": 20},2019-10-16 08:12:07.725127+00,wrong
10484726,362770,9992,5,0,1,{"solution": 3},2019-10-16 08:04:51.58879+00,wrong
10484727,362770,9995,6,0,1,{"solution": 22},2019-10-16 08:06:32.814109+00,wrong
10484728,362770,9998,7,1,1,{"solution": 5},2019-10-16 08:07:33.342463+00,ok
10484729,362770,10001,8,0,1,{"solution": 18},2019-10-16 08:09:06.38306+00,wrong
10484836,362771,9980,1,0,1,{"solution": 6},2019-10-16 07:55:49.569748+00,wrong
10484837,362771,9983,2,0,1,{"solution": 12},2019-10-16 07:55:00.33968+00,wrong
10484838,362771,9987,3,0,1,{"solution": "ЕСАВD"},2019-10-16 07:58:12.693475+00,wrong
10484839,362771,9991,4,0,1,{"solution": 22},2019-10-16 07:59:23.260136+00,wrong
10484840,362771,9993,5,0,1,{"solution": 9},2019-10-16 08:11:55.740855+00,wrong
10484841,362771,9996,6,0,1,{"solution": 2},2019-10-16 08:04:26.150782+00,wrong
10484842,362771,9998,7,0,1,{"solution": 7},2019-10-16 08:06:58.245748+00,wrong
10484843,362771,9999,8,0,1,{"solution": 11},2019-10-16 08:09:28.59964+00,wrong
10486190,362772,9979,1,0,1,,,none
10486191,362772,9986,2,0,1,,,none
10486192,362772,9987,3,0,1,,,none
10486193,362772,9991,4,0,1,,,none
10486194,362772,9992,5,0,1,,,none
10486195,362772,9997,6,0,1,,,none
10486196,362772,9998,7,0,1,,,none
10486197,362772,10001,8,0,1,,,none
10485179,362774,9981,1,0,1,{"solution": 6},2019-10-16 07:54:01.741226+00,wrong
10485180,362774,9984,2,0,1,{"solution": 11},2019-10-16 08:15:05.130408+00,wrong
10485181,362774,9987,3,0,1,{"solution": "ECABD"},2019-10-16 08:01:18.189552+00,wrong
10485182,362774,9989,4,0,1,{"solution": 22},2019-10-16 08:04:18.429243+00,wrong
10485183,362774,9993,5,0,1,{"solution": 9},2019-10-16 08:11:39.305026+00,wrong
10485184,362774,9994,6,0,1,{"solution": 2},2019-10-16 08:13:24.23763+00,wrong
10485185,362774,9998,7,1,1,{"solution": 5},2019-10-16 08:12:16.693744+00,ok
10485186,362774,10000,8,0,1,{"solution": 12},2019-10-16 08:14:26.128151+00,wrong
10485804,362775,9982,1,0,1,{"solution": 3},2019-10-16 08:21:46.448621+00,wrong
10485805,362775,9985,2,0,1,{"solution": 2},2019-10-16 08:21:52.470359+00,wrong
10485806,362775,9987,3,0,1,{"solution": "BDCAE"},2019-10-16 08:21:56.46294+00,wrong
10485807,362775,9988,4,0,1,{"solution": 32},2019-10-16 08:21:59.25352+00,wrong
10485808,362775,9992,5,0,1,{"solution": 9},2019-10-16 08:22:02.627988+00,wrong
10485809,362775,9995,6,0,1,{"solution": 16},2019-10-16 08:22:05.946709+00,wrong
10485810,362775,9998,7,0,1,{"solution": 5812},2019-10-16 08:22:08.645627+00,wrong
10485811,362775,9999,8,0,1,{"solution": 6},2019-10-16 08:22:15.347818+00,wrong
10485470,362776,9980,1,0,1,{"solution": 19},2019-10-16 08:09:48.783129+00,wrong
10485471,362776,9983,2,0,1,{"solution": 27},2019-10-16 08:09:53.120641+00,wrong
10485472,362776,9987,3,0,1,{"solution": "ACDBE"},2019-10-16 08:15:49.050836+00,wrong
10485473,362776,9989,4,0,1,{"solution": 21},2019-10-16 08:10:00.953991+00,wrong
10485474,362776,9992,5,0,1,{"solution": 9},2019-10-16 08:10:03.189887+00,wrong
10485475,362776,9994,6,0,1,{"solution": 5},2019-10-16 08:10:05.105696+00,wrong
10485476,362776,9998,7,0,1,{"solution": 2},2019-10-16 08:16:32.551376+00,wrong
10485477,362776,10002,8,0,1,{"solution": 6},2019-10-16 08:19:22.381352+00,wrong
10484980,362778,9981,1,0,1,,,none
10484981,362778,9983,2,0,1,,,none
10484982,362778,9987,3,0,1,,,none
10484983,362778,9991,4,0,1,,,none
10484984,362778,9993,5,0,1,,,none
10484985,362778,9995,6,0,1,,,none
10484986,362778,9998,7,0,1,,,none
10484987,362778,9999,8,0,1,,,none
10485904,362779,9981,1,0,1,{"solution": -8},2019-10-16 07:57:03.300844+00,wrong
10485905,362779,9985,2,0,1,{"solution": -39},2019-10-16 08:01:47.11886+00,wrong
10485906,362779,9987,3,0,1,{"solution": "dbace"},2019-10-16 08:06:19.782447+00,wrong
10485907,362779,9990,4,0,1,,,none
10485908,362779,9992,5,0,1,{"solution": -7},2019-10-16 08:14:38.493148+00,wrong
10485909,362779,9996,6,0,1,{"solution": -5},2019-10-16 08:23:19.965104+00,wrong
10485910,362779,9998,7,0,1,{"solution": -4},2019-10-16 08:17:31.033364+00,wrong
10485911,362779,10001,8,0,1,{"solution": -8},2019-10-16 08:19:43.685976+00,wrong
10486182,362780,9982,1,0,1,{"solution": 6},2019-10-16 08:03:37.523229+00,wrong
10486183,362780,9984,2,0,1,{"solution": 4},2019-10-16 08:03:34.320491+00,wrong
10486184,362780,9987,3,0,1,"{""solution"": ""A,B,C,D,E""}",2019-10-16 08:03:30.687879+00,wrong
10486185,362780,9989,4,0,1,{"solution": 30},2019-10-16 08:05:25.380751+00,wrong
10486186,362780,9993,5,1,1,{"solution": 5},2019-10-16 08:11:10.089834+00,ok
10486187,362780,9995,6,0,1,{"solution": 17},2019-10-16 08:24:30.659901+00,wrong
10486188,362780,9998,7,1,1,{"solution": 5},2019-10-16 08:25:14.163095+00,ok
10486189,362780,9999,8,0,1,,,none
10488671,362782,9979,1,0,1,,,none
10488672,362782,9986,2,0,1,,,none
10488673,362782,9987,3,0,1,,,none
10488674,362782,9988,4,0,1,,,none
10488675,362782,9993,5,0,1,,,none
10488676,362782,9996,6,0,1,,,none
10488677,362782,9998,7,0,1,,,none
10488678,362782,10002,8,0,1,,,none
10485171,362783,9980,1,0,1,{"solution": 5},2019-10-16 07:57:16.956145+00,wrong
10485172,362783,9983,2,0,1,{"solution": 34},2019-10-16 08:02:18.545342+00,wrong
10485173,362783,9987,3,0,1,{"solution": "DBACE"},2019-10-16 08:07:29.847229+00,wrong
10485174,362783,9991,4,0,1,{"solution": 5},2019-10-16 08:08:40.998776+00,wrong
10485175,362783,9992,5,0,1,{"solution": 3},2019-10-16 08:11:29.005669+00,wrong
10485176,362783,9994,6,1,1,{"solution": 3},2019-10-16 08:13:39.074585+00,ok
10485177,362783,9998,7,1,1,{"solution": 5},2019-10-16 08:15:03.59972+00,ok
10485178,362783,10002,8,1,1,{"solution": 14},2019-10-16 08:16:30.173708+00,ok
10486282,362784,9981,1,0,1,,,none
10486283,362784,9985,2,0,1,,,none
10486284,362784,9987,3,0,1,,,none
10486285,362784,9991,4,0,1,,,none
10486286,362784,9993,5,0,1,,,none
10486287,362784,9995,6,0,1,,,none
10486288,362784,9998,7,0,1,,,none
10486289,362784,10002,8,0,1,,,none
10486274,362785,9979,1,0,1,,,none
10486275,362785,9983,2,0,1,,,none
10486276,362785,9987,3,0,1,,,none
10486277,362785,9990,4,0,1,,,none
10486278,362785,9993,5,0,1,,,none
10486279,362785,9994,6,0,1,,,none
10486280,362785,9998,7,0,1,,,none
10486281,362785,10002,8,0,1,,,none
10486060,362787,9982,1,0,1,{"solution": 8},2019-10-16 07:57:07.703578+00,wrong
10486061,362787,9984,2,0,1,{"solution": 12},2019-10-16 07:59:44.876537+00,wrong
10486062,362787,9987,3,1,1,{"solution": "ecbad"},2019-10-16 08:06:29.243748+00,ok
10486063,362787,9988,4,0,1,{"solution": 16},2019-10-16 08:09:28.926921+00,wrong
10486064,362787,9992,5,1,1,{"solution": 7},2019-10-16 08:13:58.502224+00,ok
10486065,362787,9994,6,1,1,{"solution": 3},2019-10-16 08:16:25.144808+00,ok
10486066,362787,9998,7,1,1,{"solution": 5},2019-10-16 08:20:30.920254+00,ok
10486067,362787,9999,8,0,1,{"solution": 17},2019-10-16 08:24:26.415529+00,wrong
10484612,362788,9979,1,0,1,{"solution": 10},2019-10-16 08:05:42.081273+00,wrong
10484613,362788,9986,2,0,1,{"solution": 5},2019-10-16 08:05:44.804104+00,wrong
10484614,362788,9987,3,0,1,{"solution": "б первый"},2019-10-16 08:05:47.20091+00,wrong
10484615,362788,9990,4,0,1,{"solution": 35},2019-10-16 08:05:49.00669+00,wrong
10484616,362788,9992,5,0,1,{"solution": 4},2019-10-16 08:05:50.528864+00,wrong
10484617,362788,9997,6,0,1,{"solution": 115},2019-10-16 08:07:31.448972+00,wrong
10484618,362788,9998,7,0,1,{"solution": 4},2019-10-16 08:08:37.306856+00,wrong
